19-9-2 上午12:33
项目统计数据

       	 片段数	   单词数	字符数（不计空格）	字符数（计入空格）	#文件数	
总共：    	8907	278357	  2092221	  2393016	2903	
剩余片段：  	8907	278357	  2092221	  2393016	2903	
独特片段：  	6674	222219	  1671045	  1910015	2630	
剩余独特片段：	6674	222219	  1671045	  1910015	2630	


各文件统计数据：

文件名                                                                                                                       	总片段数	剩余片段数	独特片段数	剩余独特片段数	总单词数	剩余单词数	独特单词数	剩余独特单词数	总字符数（不计空格）	剩余字符数（不计空格）	独特字符数（不计空格）	剩余独特字符数（不计空格）	总字符数（计入空格）	剩余字符数（计入空格）	独特字符数（计入空格）	剩余独特字符数（计入空格）	
quests/events/landingfestival/landingpresenttimer.questtemplate.patch                                                     	   1	    1	    1	      1	  44	   44	   44	     44	       312	        312	        312	          312	       363	        363	        363	          363	
quests/events/landingfestival/landingweaponresearch.questtemplate.patch                                                   	  10	   10	   10	     10	 100	  100	  100	    100	       546	        546	        546	          546	       636	        636	        636	          636	
quests/events/thea-eventhandler.questtemplate.patch                                                                       	   1	    1	    1	      1	  35	   35	   35	     35	       241	        241	        241	          241	       282	        282	        282	          282	
quests/starter/aegicustomtailoring.questtemplate.patch                                                                    	   3	    3	    3	      3	  61	   61	   61	     61	       367	        367	        367	          367	       433	        433	        433	          433	
quests/starter/akkimaricustomtailoring.questtemplate.patch                                                                	   2	    2	    1	      1	  58	   58	   38	     38	       341	        341	        211	          211	       405	        405	        252	          252	
quests/starter/avikancustomtailoring.questtemplate.patch                                                                  	   2	    2	    0	      0	  58	   58	    0	      0	       341	        341	          0	            0	       405	        405	          0	            0	
quests/starter/drodencustomtailoring.questtemplate.patch                                                                  	   2	    2	    0	      0	  58	   58	    0	      0	       341	        341	          0	            0	       405	        405	          0	            0	
quests/starter/trinkcustomtailoring.questtemplate.patch                                                                   	   2	    2	    0	      0	  58	   58	    0	      0	       341	        341	          0	            0	       405	        405	          0	            0	
quests/story/akkimari/akkimaristoryhidden.questtemplate.patch                                                             	   3	    3	    3	      3	  59	   59	   59	     59	       343	        343	        343	          343	       408	        408	        408	          408	
quests/story/alliance/alliancestory-passpickup.questtemplate.patch                                                        	   5	    5	    5	      5	 293	  293	  293	    293	      1950	       1950	       1950	         1950	      2219	       2219	       2219	         2219	
quests/story/alliance/alliancestory-shield.questtemplate.patch                                                            	   4	    4	    4	      4	 113	  113	  113	    113	       665	        665	        665	          665	       772	        772	        772	          772	
quests/story/alliance/alliancestoryhidden.questtemplate.patch                                                             	   3	    3	    2	      2	  59	   59	   47	     47	       343	        343	        288	          288	       408	        408	        340	          340	
quests/story/alliance/alliancestorystart.questtemplate.patch                                                              	   8	    8	    7	      7	 273	  273	  261	    261	      1814	       1814	       1759	         1759	      2078	       2078	       2010	         2010	
quests/story/avikan/avikanstoryhidden.questtemplate.patch                                                                 	   3	    3	    2	      2	  59	   59	   47	     47	       337	        337	        282	          282	       402	        402	        334	          334	
quests/story/avikan/avikanstorystart.questtemplate.patch                                                                  	   6	    6	    6	      6	 117	  117	  117	    117	       679	        679	        679	          679	       789	        789	        789	          789	
quests/techquests/thea-stealthtechunlock1.questtemplate.patch                                                             	   3	    3	    3	      3	  84	   84	   84	     84	       560	        560	        560	          560	       638	        638	        638	          638	
quests/techquests/thea-stealthtechunlock2.questtemplate.patch                                                             	   3	    3	    3	      3	 117	  117	  117	    117	       826	        826	        826	          826	       929	        929	        929	          929	
quests/trinkquests/trinkcrafting.questtemplate.patch                                                                      	   3	    3	    3	      3	 110	  110	  110	    110	       653	        653	        653	          653	       758	        758	        758	          758	
quests/trinkquests/trinkcrafting2.questtemplate.patch                                                                     	   4	    4	    4	      4	 118	  118	  118	    118	       718	        718	        718	          718	       828	        828	        828	          828	
quests/uniqueweapons/10ksubscribercelebration.questtemplate.patch                                                         	   4	    4	    4	      4	  63	   63	   63	     63	       383	        383	        383	          383	       449	        449	        449	          449	
quests/uniqueweapons/25ksubscribercelebration.questtemplate.patch                                                         	   4	    4	    4	      4	  59	   59	   59	     59	       361	        361	        361	          361	       423	        423	        423	          423	
quests/uniqueweapons/50ksubscribercelebration.questtemplate.patch                                                         	   4	    4	    3	      3	  51	   51	   46	     46	       338	        338	        298	          298	       392	        392	        346	          346	
quests/uniqueweapons/ashatok.questtemplate.patch                                                                          	   4	    4	    4	      4	  97	   97	   97	     97	       601	        601	        601	          601	       697	        697	        697	          697	
quests/uniqueweapons/ashatok2.questtemplate.patch                                                                         	   7	    7	    7	      7	  86	   86	   86	     86	       564	        564	        564	          564	       641	        641	        641	          641	
quests/uniqueweapons/avikanroguehunt.questtemplate.patch                                                                  	   6	    6	    6	      6	 163	  163	  163	    163	      1104	       1104	       1104	         1104	      1249	       1249	       1249	         1249	
quests/uniqueweapons/excelsiorassembly.questtemplate.patch                                                                	   4	    4	    4	      4	 100	  100	  100	    100	       588	        588	        588	          588	       687	        687	        687	          687	
quests/uniqueweapons/oculusward.questtemplate.patch                                                                       	   4	    4	    4	      4	  89	   89	   89	     89	       562	        562	        562	          562	       649	        649	        649	          649	
quests/uniqueweapons/oculusward2.questtemplate.patch                                                                      	   3	    3	    3	      3	 103	  103	  103	    103	       619	        619	        619	          619	       718	        718	        718	          718	
quests/uniqueweapons/oculusward3.questtemplate.patch                                                                      	   4	    4	    4	      4	 113	  113	  113	    113	       600	        600	        600	          600	       709	        709	        709	          709	
quests/uniqueweapons/oculusward4.questtemplate.patch                                                                      	   4	    4	    4	      4	 121	  121	  121	    121	       673	        673	        673	          673	       791	        791	        791	          791	
quests/uniqueweapons/seekerdronecapture.questtemplate.patch                                                               	   7	    7	    7	      7	 126	  126	  126	    126	       755	        755	        755	          755	       871	        871	        871	          871	
quests/uniqueweapons/shardbreakertool.questtemplate.patch                                                                 	   4	    4	    4	      4	  87	   87	   87	     87	       511	        511	        511	          511	       596	        596	        596	          596	
quests/uniqueweapons/shardbreakertool2.questtemplate.patch                                                                	   3	    3	    3	      3	  91	   91	   91	     91	       554	        554	        554	          554	       641	        641	        641	          641	
quests/uniqueweapons/shardbreakertool3.questtemplate.patch                                                                	   4	    4	    4	      4	 111	  111	  111	    111	       619	        619	        619	          619	       729	        729	        729	          729	
quests/uniqueweapons/shardbreakertool4.questtemplate.patch                                                                	   3	    3	    2	      2	  82	   82	   75	     75	       504	        504	        460	          460	       583	        583	        531	          531	
quests/uniqueweapons/sundrainer.questtemplate.patch                                                                       	   3	    3	    3	      3	  84	   84	   84	     84	       533	        533	        533	          533	       614	        614	        614	          614	
quests/uniqueweapons/sundrainer2.questtemplate.patch                                                                      	   4	    4	    4	      4	 116	  116	  116	    116	       650	        650	        650	          650	       761	        761	        761	          761	
quests/uniqueweapons/sundrainer3.questtemplate.patch                                                                      	   5	    5	    5	      5	 117	  117	  117	    117	       680	        680	        680	          680	       790	        790	        790	          790	
quests/uniqueweapons/sundrainer4.questtemplate.patch                                                                      	   8	    8	    8	      8	 121	  121	  121	    121	       727	        727	        727	          727	       837	        837	        837	          837	
quests/uniqueweapons/violatedioncannon.questtemplate.patch                                                                	   4	    4	    4	      4	 116	  116	  116	    116	       713	        713	        713	          713	       827	        827	        827	          827	
quests/uniqueweapons/violatedioncannon2.questtemplate.patch                                                               	   5	    5	    5	      5	 127	  127	  127	    127	       810	        810	        810	          810	       931	        931	        931	          931	
quests/uniqueweapons/violatedioncannon3.questtemplate.patch                                                               	   4	    4	    4	      4	 124	  124	  124	    124	       819	        819	        819	          819	       938	        938	        938	          938	
quests/uniqueweapons/weaponrestoration/weaponrestorationaegi.questtemplate.patch                                          	   5	    5	    5	      5	 115	  115	  115	    115	       666	        666	        666	          666	       777	        777	        777	          777	
quests/uniqueweapons/weaponrestoration/weaponrestorationaegi2.questtemplate.patch                                         	   6	    6	    6	      6	 111	  111	  111	    111	       658	        658	        658	          658	       762	        762	        762	          762	
quests/uniqueweapons/weaponrestoration/weaponrestorationaegi3.questtemplate.patch                                         	   5	    5	    5	      5	 113	  113	  113	    113	       661	        661	        661	          661	       767	        767	        767	          767	
quests/uniqueweapons/weaponrestoration/weaponrestorationaegi4.questtemplate.patch                                         	   4	    4	    4	      4	  97	   97	   97	     97	       603	        603	        603	          603	       698	        698	        698	          698	
quests/uniqueweapons/weaponrestoration/weaponrestorationavikan.questtemplate.patch                                        	   7	    7	    7	      7	 133	  133	  133	    133	       720	        720	        720	          720	       850	        850	        850	          850	
quests/uniqueweapons/weaponrestoration/weaponrestorationavikan2.questtemplate.patch                                       	   5	    5	    4	      4	 112	  112	  111	    111	       701	        701	        690	          690	       805	        805	        794	          794	
quests/uniqueweapons/weaponrestoration/weaponrestorationavikan3.questtemplate.patch                                       	   5	    5	    4	      4	 127	  127	   85	     85	       821	        821	        469	          469	       940	        940	        550	          550	
quests/uniqueweapons/weaponrestoration/weaponrestorationdroden.questtemplate.patch                                        	   4	    4	    4	      4	 142	  142	  142	    142	       853	        853	        853	          853	       990	        990	        990	          990	
quests/uniqueweapons/weaponrestoration/weaponrestorationdroden2.questtemplate.patch                                       	   3	    3	    3	      3	 114	  114	  114	    114	       742	        742	        742	          742	       850	        850	        850	          850	
quests/uniqueweapons/weaponrestoration/weaponrestorationtrink.questtemplate.patch                                         	   4	    4	    4	      4	 105	  105	  105	    105	       642	        642	        642	          642	       743	        743	        743	          743	
quests/uniqueweapons/weaponrestoration/weaponrestorationtrink2.questtemplate.patch                                        	   2	    2	    2	      2	  71	   71	   71	     71	       428	        428	        428	          428	       500	        500	        500	          500	
quests/uniqueweapons/weaponrestoration/weaponrestorationtrink3.questtemplate.patch                                        	   4	    4	    4	      4	 114	  114	  114	    114	       645	        645	        645	          645	       750	        750	        750	          750	
quests/uniqueweapons/weaponrestoration/weaponrestorationtrink4.questtemplate.patch                                        	   2	    2	    2	      2	  55	   55	   55	     55	       353	        353	        353	          353	       410	        410	        410	          410	
radiomessages/alliancestory.radiomessages.patch                                                                           	   5	    5	    5	      5	 144	  144	  144	    144	       880	        880	        880	          880	      1027	       1027	       1027	         1027	
radiomessages/avikanstory.radiomessages.patch                                                                             	   9	    9	    9	      9	 232	  232	  232	    232	      1569	       1569	       1569	         1569	      1794	       1794	       1794	         1794	
radiomessages/thea-instances.radiomessages.patch                                                                          	  16	   16	   16	     16	 435	  435	  435	    435	      2624	       2624	       2624	         2624	      3061	       3061	       3061	         3061	
radiomessages/thea-randomevents.radiomessages.patch                                                                       	   3	    3	    3	      3	  45	   45	   45	     45	       292	        292	        292	          292	       338	        338	        338	          338	
radiomessages/thea-techchallenges.radiomessages.patch                                                                     	   5	    5	    5	      5	  83	   83	   83	     83	       503	        503	        503	          503	       584	        584	        584	          584	
species/aegi.species.patch                                                                                                	   2	    2	    2	      2	 134	  134	  134	    134	      1111	       1111	       1111	         1111	      1258	       1258	       1258	         1258	
species/aegifemalenamegen.config.patch                                                                                    	   1	    1	    1	      1	1431	 1431	 1431	   1431	      8927	       8927	       8927	         8927	     10200	      10200	      10200	        10200	
species/aegimalenamegen.config.patch                                                                                      	   1	    1	    1	      1	1638	 1638	 1638	   1638	     10189	      10189	      10189	        10189	     11646	      11646	      11646	        11646	
species/akkimari.species.patch                                                                                            	   2	    2	    2	      2	 134	  134	  134	    134	      1079	       1079	       1079	         1079	      1225	       1225	       1225	         1225	
species/akkimarinamegen.config.patch                                                                                      	   1	    1	    1	      1	 576	  576	  576	    576	      3659	       3659	       3659	         3659	      4172	       4172	       4172	         4172	
species/avikan.species.patch                                                                                              	   2	    2	    2	      2	 133	  133	  133	    133	      1094	       1094	       1094	         1094	      1240	       1240	       1240	         1240	
species/avikannamegen.config.patch                                                                                        	   1	    1	    1	      1	 963	  963	  963	    963	      6166	       6166	       6166	         6166	      7053	       7053	       7053	         7053	
species/centens.species.patch                                                                                             	   2	    2	    2	      2	 137	  137	  137	    137	      1114	       1114	       1114	         1114	      1263	       1263	       1263	         1263	
species/centensnamegen.config.patch                                                                                       	   1	    1	    1	      1	 207	  207	  207	    207	      1250	       1250	       1250	         1250	      1435	       1435	       1435	         1435	
species/droden.species.patch                                                                                              	   2	    2	    2	      2	 142	  142	  142	    142	      1067	       1067	       1067	         1067	      1218	       1218	       1218	         1218	
species/drodennamegen.config.patch                                                                                        	   1	    1	    1	      1	 927	  927	  927	    927	      5709	       5709	       5709	         5709	      6534	       6534	       6534	         6534	
species/thelean.species.patch                                                                                             	   2	    2	    2	      2	 132	  132	  132	    132	      1061	       1061	       1061	         1061	      1205	       1205	       1205	         1205	
species/theleannamegen.config.patch                                                                                       	   1	    1	    1	      1	 198	  198	  198	    198	      1199	       1199	       1199	         1199	      1376	       1376	       1376	         1376	
species/trink.species.patch                                                                                               	   2	    2	    2	      2	 137	  137	  137	    137	      1086	       1086	       1086	         1086	      1236	       1236	       1236	         1236	
species/trinknamegen.config.patch                                                                                         	   1	    1	    1	      1	 549	  549	  549	    549	      3335	       3335	       3335	         3335	      3824	       3824	       3824	         3824	
stats/effects/akkimariacidblock/akkimariacidblock.statuseffect.patch                                                      	   1	    1	    1	      1	   7	    7	    7	      7	        60	         60	         60	           60	        70	         70	         70	           70	
stats/effects/akkimariacidburn/akkimariacidburn.statuseffect.patch                                                        	   1	    1	    1	      1	   7	    7	    7	      7	        54	         54	         54	           54	        64	         64	         64	           64	
stats/effects/akrisstalker-chest/akrisstalker-chest.statuseffect.patch                                                    	   1	    1	    1	      1	   7	    7	    7	      7	        59	         59	         59	           59	        69	         69	         69	           69	
stats/effects/akrisstalker-head/akrisstalker-head.statuseffect.patch                                                      	   1	    1	    1	      1	   7	    7	    7	      7	        62	         62	         62	           62	        72	         72	         72	           72	
stats/effects/akrisstalker-head/akrisstalker-marked/akrisstalker-marked.statuseffect.patch                                	   1	    1	    1	      1	   6	    6	    6	      6	        51	         51	         51	           51	        60	         60	         60	           60	
stats/effects/akrisstalker-head/akrisstalker-markedpassive/akrisstalker-markedpassive.statuseffect.patch                  	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/akrisstalker-legs/akrisstalker-legs.statuseffect.patch                                                      	   1	    1	    1	      1	   7	    7	    7	      7	        57	         57	         57	           57	        67	         67	         67	           67	
stats/effects/akrisstalker-setbonus/akrisstalker-setbonus.statuseffect.patch                                              	   1	    1	    1	      1	  11	   11	   11	     11	        81	         81	         81	           81	        95	         95	         95	           95	
stats/effects/ancientcurse/ancientcurse.statuseffect.patch                                                                	   1	    1	    1	      1	   7	    7	    7	      7	        59	         59	         59	           59	        69	         69	         69	           69	
stats/effects/avikanquiver/akkimariquiver.statuseffect.patch                                                              	   1	    1	    1	      1	   6	    6	    6	      6	        51	         51	         51	           51	        60	         60	         60	           60	
stats/effects/avikanquiver/avikanquiver.statuseffect.patch                                                                	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/avikanquiver/avikanquiver2.statuseffect.patch                                                               	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/centensiangravity/centensiangravity.statuseffect.patch                                                      	   1	    1	    1	      1	   7	    7	    7	      7	        61	         61	         61	           61	        71	         71	         71	           71	
stats/effects/centensiangravity/centensiangravityweak.statuseffect.patch                                                  	   1	    1	    0	      0	   7	    7	    0	      0	        61	         61	          0	            0	        71	         71	          0	            0	
stats/effects/centensiangravityrepel/centensiangravityrepel.statuseffect.patch                                            	   1	    1	    1	      1	   8	    8	    8	      8	        67	         67	         67	           67	        78	         78	         78	           78	
stats/effects/centensianliquidslow/centensianliquidslow.statuseffect.patch                                                	   1	    1	    1	      1	   6	    6	    6	      6	        49	         49	         49	           49	        58	         58	         58	           58	
stats/effects/exosuitboost/exosuitboost.statuseffect.patch                                                                	   1	    1	    1	      1	   6	    6	    6	      6	        53	         53	         53	           53	        62	         62	         62	           62	
stats/effects/frostlaser/frostlaserfreezing.statuseffect.patch                                                            	   1	    1	    0	      0	   6	    6	    0	      0	        49	         49	          0	            0	        58	         58	          0	            0	
stats/effects/frostlaser/frostlaserfreezingslow.statuseffect.patch                                                        	   1	    1	    0	      0	   6	    6	    0	      0	        49	         49	          0	            0	        58	         58	          0	            0	
stats/effects/frostlaser/frostlaserfrozen.statuseffect.patch                                                              	   1	    1	    1	      1	   6	    6	    6	      6	        51	         51	         51	           51	        60	         60	         60	           60	
stats/effects/heal/jackofkingsheal.statuseffect.patch                                                                     	   1	    1	    1	      1	   8	    8	    8	      8	        65	         65	         65	           65	        76	         76	         76	           76	
stats/effects/heal/trinkrepairmoduleheal.statuseffect.patch                                                               	   1	    1	    1	      1	   6	    6	    6	      6	        52	         52	         52	           52	        61	         61	         61	           61	
stats/effects/highlightenemies/highlightenemies.statuseffect.patch                                                        	   1	    1	    1	      1	   6	    6	    6	      6	        52	         52	         52	           52	        61	         61	         61	           61	
stats/effects/jumprifleburn/jumprifleburn.statuseffect.patch                                                              	   1	    1	    1	      1	   7	    7	    7	      7	        54	         54	         54	           54	        64	         64	         64	           64	
stats/effects/karchaafrenzy/karchaafrenzy.statuseffect.patch                                                              	   1	    1	    1	      1	   7	    7	    7	      7	        56	         56	         56	           56	        66	         66	         66	           66	
stats/effects/linerifleblock/linerifleblock.statuseffect.patch                                                            	   1	    1	    1	      1	   7	    7	    7	      7	        63	         63	         63	           63	        73	         73	         73	           73	
stats/effects/linerifleburn/linerifleburn.statuseffect.patch                                                              	   1	    1	    1	      1	   7	    7	    7	      7	        59	         59	         59	           59	        69	         69	         69	           69	
stats/effects/linerifleburn/violatedlinerifleburn.statuseffect.patch                                                      	   1	    1	    0	      0	   7	    7	    0	      0	        59	         59	          0	            0	        69	         69	          0	            0	
stats/effects/rhadeihan-chest/rhadeihan-chest.statuseffect.patch                                                          	   1	    1	    1	      1	   7	    7	    7	      7	        63	         63	         63	           63	        73	         73	         73	           73	
stats/effects/rhadeihan-head/rhadeihan-head.statuseffect.patch                                                            	   1	    1	    1	      1	   7	    7	    7	      7	        56	         56	         56	           56	        66	         66	         66	           66	
stats/effects/rhadeihan-legs/rhadeihan-legs.statuseffect.patch                                                            	   1	    1	    1	      1	   7	    7	    7	      7	        58	         58	         58	           58	        68	         68	         68	           68	
stats/effects/rhadeihan-setbonus/rhadeihan-setbonus.statuseffect.patch                                                    	   1	    1	    1	      1	  12	   12	   12	     12	        80	         80	         80	           80	        95	         95	         95	           95	
stats/effects/sandslowdown-monster/sandslowdown-monster.statuseffect.patch                                                	   1	    1	    1	      1	   6	    6	    6	      6	        51	         51	         51	           51	        60	         60	         60	           60	
stats/effects/sandslowdown-nodamage/sandslowdown-nodamage.statuseffect.patch                                              	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/sandslowdown/sandslowdown.statuseffect.patch                                                                	   1	    1	    1	      1	   6	    6	    6	      6	        54	         54	         54	           54	        63	         63	         63	           63	
stats/effects/shadowmarked/shadowmarked-healing.statuseffect.patch                                                        	   1	    1	    1	      1	   7	    7	    7	      7	        57	         57	         57	           57	        67	         67	         67	           67	
stats/effects/shadowmarked/shadowmarked-healinglarge.statuseffect.patch                                                   	   1	    1	    0	      0	   7	    7	    0	      0	        57	         57	          0	            0	        67	         67	          0	            0	
stats/effects/shadowmarked/shadowmarked.statuseffect.patch                                                                	   1	    1	    0	      0	   7	    7	    0	      0	        57	         57	          0	            0	        67	         67	          0	            0	
stats/effects/shalakkaritual/shalakkaritual-attack.statuseffect.patch                                                     	   1	    1	    1	      1	   7	    7	    7	      7	        57	         57	         57	           57	        67	         67	         67	           67	
stats/effects/shalakkaritual/shalakkaritual-speed.statuseffect.patch                                                      	   1	    1	    1	      1	   7	    7	    7	      7	        58	         58	         58	           58	        68	         68	         68	           68	
stats/effects/skulltrophyrage/skulltrophyrage.statuseffect.patch                                                          	   1	    1	    1	      1	   6	    6	    6	      6	        50	         50	         50	           50	        59	         59	         59	           59	
stats/effects/strongelectrified/strongelectrified.statuseffect.patch                                                      	   1	    1	    1	      1	   6	    6	    6	      6	        56	         56	         56	           56	        65	         65	         65	           65	
stats/effects/swimboost/swimboostcandy.statuseffect.patch                                                                 	   1	    1	    1	      1	   7	    7	    7	      7	        54	         54	         54	           54	        64	         64	         64	           64	
stats/effects/targethighlight/targethighlight-noweakness.statuseffect.patch                                               	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/targethighlight/targethighlight.statuseffect.patch                                                          	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/targethighlight/targethighlightpassive.statuseffect.patch                                                   	   1	    1	    0	      0	   6	    6	    0	      0	        51	         51	          0	            0	        60	         60	          0	            0	
stats/effects/thea-bleeding/thea-bleeding.statuseffect.patch                                                              	   1	    1	    1	      1	   6	    6	    6	      6	        53	         53	         53	           53	        62	         62	         62	           62	
stats/effects/thea-bouncy/thea-bouncy.statuseffect.patch                                                                  	   1	    1	    1	      1	   6	    6	    6	      6	        51	         51	         51	           51	        60	         60	         60	           60	
stats/effects/thea-bubbleshield/thea-bubbleshield.statuseffect.patch                                                      	   1	    1	    1	      1	   7	    7	    7	      7	        57	         57	         57	           57	        67	         67	         67	           67	
stats/effects/thea-bubbleshield/thea-bubbleshield2.statuseffect.patch                                                     	   1	    1	    0	      0	   7	    7	    0	      0	        57	         57	          0	            0	        67	         67	          0	            0	
stats/effects/thea-bubbleshield/thea-bubbleshield3.statuseffect.patch                                                     	   1	    1	    0	      0	   7	    7	    0	      0	        57	         57	          0	            0	        67	         67	          0	            0	
stats/effects/thea-burning/thea-burning.statuseffect.patch                                                                	   1	    1	    1	      1	   6	    6	    6	      6	        52	         52	         52	           52	        61	         61	         61	           61	
stats/effects/thea-cloaking/thea-cloaking.statuseffect.patch                                                              	   1	    1	    1	      1	   6	    6	    6	      6	        52	         52	         52	           52	        61	         61	         61	           61	
stats/effects/thea-cloaking/thea-shadowcloak.statuseffect.patch                                                           	   1	    1	    0	      0	   6	    6	    0	      0	        52	         52	          0	            0	        61	         61	          0	            0	
stats/effects/thea-electricstun/thea-electricstun.statuseffect.patch                                                      	   1	    1	    1	      1	   6	    6	    6	      6	        52	         52	         52	           52	        61	         61	         61	           61	
stats/effects/thea-forceshield/thea-forceshield.statuseffect.patch                                                        	   1	    1	    1	      1	   7	    7	    7	      7	        56	         56	         56	           56	        66	         66	         66	           66	
stats/effects/thea-forceshield/thea-forceshield2.statuseffect.patch                                                       	   1	    1	    0	      0	   7	    7	    0	      0	        56	         56	          0	            0	        66	         66	          0	            0	
stats/effects/thea-forceshield/thea-forceshield3.statuseffect.patch                                                       	   1	    1	    0	      0	   7	    7	    0	      0	        56	         56	          0	            0	        66	         66	          0	            0	
stats/effects/thea-friendlymonsteraura/specific/thea-friendlysandcrawleraura.statuseffect.patch                           	   1	    1	    1	      1	   7	    7	    7	      7	        66	         66	         66	           66	        76	         76	         76	           76	
stats/effects/thea-friendlymonsteraura/thea-friendlymonsteraura.statuseffect.patch                                        	   1	    1	    1	      1	   7	    7	    7	      7	        57	         57	         57	           57	        67	         67	         67	           67	
stats/effects/thea-frostaura/thea-frostaura.statuseffect.patch                                                            	   1	    1	    1	      1	   7	    7	    7	      7	        54	         54	         54	           54	        64	         64	         64	           64	
stats/effects/thea-hologram/thea-hologram.statuseffect.patch                                                              	   1	    1	    1	      1	   6	    6	    6	      6	        56	         56	         56	           56	        65	         65	         65	           65	
stats/effects/thea-jumpboost/thea-jumpboost.statuseffect.patch                                                            	   1	    1	    0	      0	   6	    6	    0	      0	        53	         53	          0	            0	        62	         62	          0	            0	
stats/effects/thea-meltdown/thea-meltdown.statuseffect.patch                                                              	   1	    1	    1	      1	   6	    6	    6	      6	        53	         53	         53	           53	        62	         62	         62	           62	
stats/effects/thea-monstershield/thea-monstershield.statuseffect.patch                                                    	   1	    1	    0	      0	   7	    7	    0	      0	        57	         57	          0	            0	        67	         67	          0	            0	
stats/effects/thea-poison/thea-poison.statuseffect.patch                                                                  	   1	    1	    1	      1	   6	    6	    6	      6	        53	         53	         53	           53	        62	         62	         62	           62	
stats/effects/thea-powerboost/thea-powerboost.statuseffect.patch                                                          	   1	    1	    1	      1	   6	    6	    6	      6	        49	         49	         49	           49	        58	         58	         58	           58	
stats/effects/thea-repairpod/thea-repairpod.statuseffect.patch                                                            	   1	    1	    1	      1	   6	    6	    6	      6	        54	         54	         54	           54	        63	         63	         63	           63	
stats/effects/thea-runboost/thea-runboost.statuseffect.patch                                                              	   1	    1	    1	      1	   7	    7	    7	      7	        53	         53	         53	           53	        63	         63	         63	           63	
stats/effects/thea-statusimmunity/thea-statusimmunity.statuseffect.patch                                                  	   1	    1	    1	      1	   7	    7	    7	      7	        59	         59	         59	           59	        69	         69	         69	           69	
stats/effects/thea-weakened/thea-heatsundered.statuseffect.patch                                                          	   1	    1	    1	      1	   6	    6	    6	      6	        53	         53	         53	           53	        62	         62	         62	           62	
stats/effects/theleanviolation/theleanviolation.statuseffect.patch                                                        	   1	    1	    1	      1	   6	    6	    6	      6	        53	         53	         53	           53	        62	         62	         62	           62	
stats/effects/violatedionized/violatedionized.statuseffect.patch                                                          	   1	    1	    1	      1	   6	    6	    6	      6	        52	         52	         52	           52	        61	         61	         61	           61	
stats/effects/voidbound/voidbound.statuseffect.patch                                                                      	   1	    1	    1	      1	   6	    6	    6	      6	        55	         55	         55	           55	        64	         64	         64	           64	
stats/effects/zaheedpower/zaheedpower.statuseffect.patch                                                                  	   1	    1	    1	      1	   6	    6	    6	      6	        54	         54	         54	           54	        63	         63	         63	           63	
tech/dash/thea-acrobaticdodge.tech.patch                                                                                  	   2	    2	    2	      2	  26	   26	   26	     26	       193	        193	        193	          193	       219	        219	        219	          219	
tech/dash/thea-stealthtech.tech.patch                                                                                     	   2	    2	    2	      2	  22	   22	   22	     22	       169	        169	        169	          169	       193	        193	        193	          193	
tech/jump/thea-acrobaticjump.tech.patch                                                                                   	   1	    1	    1	      1	  22	   22	   22	     22	       165	        165	        165	          165	       190	        190	        190	          190	
tech/jump/thea-hoverjump.tech.patch                                                                                       	   1	    1	    1	      1	  22	   22	   22	     22	       166	        166	        166	          166	       192	        192	        192	          192	
tiles/materials/akkimari/akkimaribars.material.patch                                                                      	   4	    4	    4	      4	  62	   62	   62	     62	       521	        521	        521	          521	       593	        593	        593	          593	
tiles/materials/akkimari/akkimaribeam.material.patch                                                                      	   3	    3	    3	      3	  59	   59	   59	     59	       501	        501	        501	          501	       571	        571	        571	          571	
tiles/materials/akkimari/akkimaribeamconnector.material.patch                                                             	   4	    4	    3	      3	  61	   61	   59	     59	       530	        530	        520	          520	       601	        601	        590	          590	
tiles/materials/akkimari/akkimaribeamvert.material.patch                                                                  	   3	    3	    1	      1	  59	   59	   22	     22	       499	        499	        182	          182	       569	        569	        209	          209	
tiles/materials/akkimari/akkimarifoundation.material.patch                                                                	   3	    3	    3	      3	  56	   56	   56	     56	       490	        490	        490	          490	       557	        557	        557	          557	
tiles/materials/akkimari/akkimariglass.material.patch                                                                     	   3	    3	    3	      3	  60	   60	   60	     60	       518	        518	        518	          518	       589	        589	        589	          589	
tiles/materials/akkimari/akkimarigroundpanel.material.patch                                                               	   3	    3	    3	      3	  66	   66	   66	     66	       526	        526	        526	          526	       603	        603	        603	          603	
tiles/materials/akkimari/akkimarihullpanel.material.patch                                                                 	   4	    4	    4	      4	  77	   77	   77	     77	       611	        611	        611	          611	       698	        698	        698	          698	
tiles/materials/akkimari/akkimariplating.material.patch                                                                   	   4	    4	    4	      4	  62	   62	   62	     62	       546	        546	        546	          546	       618	        618	        618	          618	
